,requests,requests_duration_mean,num_pods,pod_cpu_limit,node_cores,node_mem,pod_mem_limit,pod_util_cpu_avg,pod_util_mem_avg,total_cpu_util,total_mem_util
1154,4197.0,1025.1271110705259,2,0.1,2.0,7.799198150634766,0.09765625,0.0735,0.08120918273925781,0.147,0.16241836547851562
1155,4199.0,1200.3620658944992,2,0.1,2.0,7.799198150634766,0.09765625,0.08500000000000002,0.07815742492675781,0.17000000000000004,0.15631484985351562
1156,4201.0,1164.6548211380639,2,0.1,2.0,3.8617095947265625,0.09765625,0.095,0.07971382141113281,0.19,0.15942764282226562
1157,4202.0,391.00196373036704,2,0.1,4.0,15.674213409423828,0.09765625,0.071,0.05726432800292969,0.142,0.11452865600585938
1158,4209.0,16.34956788453312,2,0.2,1.0,1.9559326171875,0.1953125,0.09250000000000001,0.05930137634277343,0.18500000000000003,0.11860275268554686
1159,4213.0,21.212301063137946,2,0.2,2.0,3.8617095947265625,0.1953125,0.095,0.0632171630859375,0.19,0.126434326171875
1160,4218.0,984.4316888226639,2,0.1,1.0,1.9559326171875,0.09765625,0.099,0.07661247253417969,0.198,0.15322494506835938
1161,4219.0,6.027364822943829,1,1.0,2.0,7.799198150634766,0.9765625,0.176,0.07747650146484375,0.176,0.07747650146484375
1162,4230.0,4.719446177541369,3,0.5,4.0,15.674213409423828,0.48828125,0.06166666666666667,0.055895487467447914,0.185,0.16768646240234375
1163,4232.0,4.836841675330823,2,0.5,4.0,15.674213409423828,0.48828125,0.0885,0.07328033447265625,0.177,0.1465606689453125
1164,4232.0,5.000658864366743,1,0.5,4.0,15.674213409423828,0.48828125,0.187,0.07570648193359375,0.187,0.07570648193359375
1165,4233.0,2463.5537069192137,2,0.1,1.0,1.9559326171875,0.09765625,0.07850000000000001,0.08503341674804689,0.15700000000000003,0.17006683349609378
1166,4241.0,894.1977916217862,2,0.1,4.0,15.674213409423828,0.09765625,0.071,0.07888031005859375,0.142,0.1577606201171875
1167,4248.0,79.37028655626186,2,0.1,2.0,7.799198150634766,0.09765625,0.08000000000000002,0.0699901580810547,0.16000000000000003,0.1399803161621094
1168,4251.0,1286.7236620609297,1,0.2,4.0,15.674213409423828,0.1953125,0.15200000000000002,0.08748626708984375,0.15200000000000002,0.08748626708984375
1169,4253.0,1139.3026058619782,1,1.0,4.0,15.674213409423828,0.9765625,0.739,0.12268447875976562,0.739,0.12268447875976562
1170,4254.0,5.865873430888566,1,1.0,2.0,7.799198150634766,0.9765625,0.159,0.07486724853515625,0.159,0.07486724853515625
1171,4260.0,4.391768160093902,2,1.0,4.0,15.674213409423828,1.953125,0.0975,0.07328224182128908,0.195,0.14656448364257815
1172,4265.0,4.563680407033981,2,1.0,4.0,15.674213409423828,0.9765625,0.103,0.07349967956542969,0.206,0.14699935913085938
1173,4266.0,4.720284644631976,1,1.0,4.0,15.674213409423828,0.9765625,0.182,0.07387924194335938,0.182,0.07387924194335938
1174,4267.0,1030.844249991331,1,0.2,1.0,1.9559326171875,0.1953125,0.17800000000000002,0.08019638061523438,0.17800000000000002,0.08019638061523438
1175,4270.0,1356.1625855538655,1,0.2,1.0,0.9715576171875,0.1953125,0.17800000000000002,0.08657455444335938,0.17800000000000002,0.08657455444335938
1176,4271.0,1813.3523493095315,1,0.2,4.0,15.674213409423828,0.1953125,0.15000000000000002,0.09398269653320312,0.15000000000000002,0.09398269653320312
1177,4279.0,2257.9702172703905,2,0.1,4.0,15.674213409423828,0.09765625,0.09,0.08538627624511719,0.18,0.17077255249023438
1178,4281.0,2249.1113493510898,2,0.1,4.0,15.674213409423828,0.09765625,0.0835,0.08573150634765625,0.167,0.1714630126953125
1179,4293.0,1837.2866012820914,2,0.2,1.0,0.4793853759765625,0.1953125,0.0505,0.09383964538574219,0.101,0.18767929077148438
1180,4294.0,8.41161745971122,2,0.2,1.0,0.9715576171875,0.1953125,0.0955,0.07283592224121094,0.191,0.14567184448242188
1181,4296.0,909.4841679585652,2,0.1,1.0,1.9559326171875,0.09765625,0.07700000000000001,0.04982376098632813,0.15400000000000003,0.09964752197265626
1182,4302.0,54.32901115434671,1,0.2,4.0,15.674213409423828,0.1953125,0.163,0.07662200927734375,0.163,0.07662200927734375
1183,4309.0,6.5720989953585605,1,1.0,2.0,7.799198150634766,0.48828125,0.189,0.0756683349609375,0.189,0.0756683349609375
1184,4311.0,2427.874216344465,2,0.2,1.0,0.4793853759765625,0.1953125,0.128,0.09495735168457031,0.256,0.18991470336914062
1185,4313.0,9.093427536749356,2,0.2,2.0,3.8617095947265625,0.1953125,0.1085,0.065643310546875,0.217,0.13128662109375
1186,4320.0,1995.4680065178247,2,0.1,1.0,0.9715576171875,0.09765625,0.0975,0.08243179321289062,0.195,0.16486358642578125
1187,4323.0,6.144218492944726,1,1.0,4.0,15.674213409423828,0.9765625,0.187,0.07582855224609375,0.187,0.07582855224609375
1188,4326.0,5.172169404530742,3,0.5,4.0,15.674213409423828,0.48828125,0.06233333333333333,0.053963979085286454,0.187,0.16189193725585938
1189,4330.0,72.49293044826766,2,0.2,1.0,0.4793853759765625,0.1953125,0.096,0.07908058166503906,0.192,0.15816116333007812
1190,4333.0,5.647192137549055,1,1.0,2.0,7.799198150634766,0.9765625,0.176,0.07601165771484375,0.176,0.07601165771484375
1191,4334.0,1661.4063988784003,2,0.1,4.0,15.674213409423828,0.09765625,0.0775,0.0763092041015625,0.155,0.152618408203125
1192,4343.0,13.204072318673726,3,0.1,4.0,15.674213409423828,0.09765625,0.05566666666666667,0.054320017496744796,0.167,0.16296005249023438
1193,4344.0,5.8027515250920985,1,1.0,2.0,3.8617095947265625,0.48828125,0.196,0.07477569580078125,0.196,0.07477569580078125
1194,4346.0,2042.1540908039558,1,0.2,4.0,15.674213409423828,0.1953125,0.15600000000000003,0.08466720581054688,0.15600000000000003,0.08466720581054688
1195,4347.0,430.01111815206076,2,0.2,1.0,0.4793853759765625,0.1953125,0.10049999999999999,0.07704734802246094,0.20099999999999998,0.15409469604492188
1196,4353.0,953.1067388515958,2,0.1,2.0,7.799198150634766,0.09765625,0.094,0.07605743408203125,0.188,0.1521148681640625
1197,4353.0,21.191628876636827,2,0.2,1.0,1.9559326171875,0.1953125,0.0995,0.05712890625,0.199,0.1142578125
1198,4361.0,2438.086385409536,2,0.2,2.0,7.799198150634766,0.1953125,0.15550000000000003,0.09512138366699219,0.31100000000000005,0.19024276733398438
1199,4378.0,60.71563079054366,1,0.2,2.0,3.8617095947265625,0.1953125,0.15700000000000003,0.07742691040039062,0.15700000000000003,0.07742691040039062
1200,4379.0,888.1052706195478,2,0.1,1.0,0.4793853759765625,0.09765625,0.08650000000000001,0.07591056823730469,0.17300000000000001,0.15182113647460938
1201,4384.0,4.641961589187953,2,1.0,4.0,15.674213409423828,0.9765625,0.0965,0.059108734130859375,0.193,0.11821746826171875
1202,4391.0,7.252726856752431,2,1.0,4.0,15.674213409423828,0.9765625,0.097,0.06016540527343751,0.194,0.12033081054687501
1203,4396.0,1395.2329608883128,1,0.2,4.0,15.674213409423828,0.1953125,0.18500000000000003,0.08835601806640625,0.18500000000000003,0.08835601806640625
1204,4399.0,4.624164817913159,2,1.0,4.0,15.674213409423828,1.953125,0.091,0.06417465209960938,0.182,0.12834930419921875
1205,4405.0,1173.025913626332,2,0.1,1.0,1.9559326171875,0.09765625,0.07700000000000001,0.0720844268798828,0.15400000000000003,0.1441688537597656
1206,4406.0,4.682449584430338,1,1.0,4.0,15.674213409423828,0.9765625,0.211,0.07537078857421875,0.211,0.07537078857421875
1207,4406.0,4.448212261234684,1,0.5,4.0,15.674213409423828,0.48828125,0.19,0.07606124877929688,0.19,0.07606124877929688
1208,4412.0,2059.4751667234827,2,0.1,1.0,1.9559326171875,0.09765625,0.0795,0.07312202453613281,0.159,0.14624404907226562
1209,4413.0,1689.7766358626748,1,0.2,2.0,3.8617095947265625,0.1953125,0.16200000000000003,0.09088134765625,0.16200000000000003,0.09088134765625
1210,4423.0,858.2477391734093,2,0.1,2.0,3.8617095947265625,0.09765625,0.09450000000000001,0.0746917724609375,0.18900000000000003,0.149383544921875
1211,4423.0,5.781918833597099,2,0.5,2.0,7.799198150634766,0.48828125,0.099,0.061603546142578125,0.198,0.12320709228515625
1212,4427.0,13.622961327987321,1,0.5,2.0,3.8617095947265625,0.48828125,0.196,0.07799530029296875,0.196,0.07799530029296875
1213,4429.0,2275.171734524273,1,0.2,4.0,15.674213409423828,0.1953125,0.16100000000000003,0.083770751953125,0.16100000000000003,0.083770751953125
1214,4431.0,827.3776560435566,1,0.2,4.0,15.674213409423828,0.1953125,0.15600000000000003,0.07769393920898438,0.15600000000000003,0.07769393920898438
1215,4436.0,1670.548925804101,2,0.2,1.0,0.4793853759765625,0.1953125,0.062,0.10074996948242188,0.124,0.20149993896484375
1216,4438.0,1356.8766925912587,2,0.1,4.0,15.674213409423828,0.09765625,0.0735,0.07631111145019531,0.147,0.15262222290039062
1217,4439.0,1715.8746494194636,2,0.1,1.0,0.9715576171875,0.09765625,0.098,0.07900428771972656,0.196,0.15800857543945312
1218,4440.0,450.6556564792787,2,0.2,1.0,0.4793853759765625,0.1953125,0.08950000000000001,0.06940841674804688,0.17900000000000002,0.13881683349609375
1219,4450.0,13.357903192359561,1,0.2,1.0,0.9715576171875,0.1953125,0.17400000000000002,0.07919692993164062,0.17400000000000002,0.07919692993164062
1220,4468.0,5.9634309941808334,1,1.0,2.0,7.799198150634766,0.9765625,0.215,0.075286865234375,0.215,0.075286865234375
1221,4468.0,4.514325349820972,1,0.5,4.0,15.674213409423828,0.48828125,0.2,0.07419204711914062,0.2,0.07419204711914062
1222,4469.0,98.8507117623629,1,0.2,4.0,15.674213409423828,0.1953125,0.132,0.07696914672851562,0.132,0.07696914672851562
1223,4474.0,2365.8135195022296,2,0.1,2.0,7.799198150634766,0.09765625,0.08850000000000001,0.08455467224121094,0.17700000000000002,0.16910934448242188
1224,4483.0,17.058697763551162,3,0.2,4.0,15.674213409423828,0.1953125,0.07133333333333335,0.06306457519531249,0.21400000000000002,0.18919372558593744
1225,4484.0,8.482690862622649,2,1.0,2.0,3.8617095947265625,0.9765625,0.089,0.04878425598144531,0.178,0.09756851196289062
1226,4490.0,8.010857251893098,2,0.2,2.0,7.799198150634766,0.1953125,0.10300000000000001,0.06745529174804688,0.20600000000000002,0.13491058349609375
1227,4504.0,1145.0702060437377,1,0.2,2.0,3.8617095947265625,0.1953125,0.19,0.08422088623046875,0.19,0.08422088623046875
1228,4504.0,5.597977334147422,2,1.0,4.0,15.674213409423828,1.953125,0.0915,0.04926109313964844,0.183,0.09852218627929688
1229,4506.0,4.273198802485576,1,1.0,4.0,15.674213409423828,0.9765625,0.167,0.07442474365234375,0.167,0.07442474365234375
1230,4510.0,4.7471311288248375,1,1.0,4.0,15.674213409423828,0.9765625,0.195,0.0761260986328125,0.195,0.0761260986328125
1231,4517.0,2465.4692492680965,2,0.1,4.0,15.674213409423828,0.09765625,0.08600000000000002,0.08569717407226562,0.17200000000000004,0.17139434814453125
1232,4522.0,172.66063570743023,1,0.2,2.0,7.799198150634766,0.1953125,0.164,0.07808685302734375,0.164,0.07808685302734375
1233,4526.0,5.0638783643393595,2,0.5,4.0,15.674213409423828,0.48828125,0.107,0.06509017944335938,0.214,0.13018035888671875
